"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","TRd1a","TRd1b","TRd1c","TRd1dx1","TRd2dx2","TRd2","TRd3","TRd4","TRd5a","TRd5b","TRd6","TRd7","TRd9a","TRd9b","TRd9c","TRd9d","TRd9e","TRd9f","TRd9g","TRd9h","TRd9i","TRd9j","TRd9l","TRd9m","TRd11","TRd13a","TRd13b","TRd13c","TRd13cx","TRd14","TRd15","TRd16","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
613964,128,4,1,1,1,1,2,2000,51,3,1,2,9,5,2017,18,14,2009,32,1,1,2,1,1,2,NA,5,"",70,100,0,0,0,2,NA,1998,6,1,1998,19,2,2,"",2,NA,NA,1,22,1,30,5,NA,1,100,2,NA,NA,NA,NA,NA,1,2,3,2,3,"Drinking Water Supply Equipment",5190,60,6e+07,"Sixty Million",5e+07,100,0,0,NA,NA,NA,NA,NA,-7,NA,40,60,1,15,NA,2,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,1,2,2,1,2,2,2,2,"",0,2,NA,"","",1,"The Innovative Process Is The Creation Of A Maintenance Department Within The Company","In The Past The Company Did Not Have Its Own Maintenance Department",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,1,1,NA,2,40,0,10,50,0,40,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,1,NA,2011,2e+08,1,1,2,2,2,2,700000000,3,3e+08,2,2,6,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,1,2,2,2,2,NA,NA,"",NA,5,"",1,37,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,2,2,2,4,1,14,21,NA,NA,NA,NA,NA,NA,NA,0,45,0,6,50,2,NA,NA,NA,NA,1,0,-7,1,0,0,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,1,12,25000000,NA,5000000,NA,NA,NA,NA,"Chief Financial And Administrative Officer",18,1,"",NA,NA,"",NA,NA,9,5,2017,18,59,2,2,1,NA,NA,1,1,4,1,1,1.17487037181854,1.72617852687836,8
613965,129,1,2,2,2,1,2,2000,51,3,2,0,21,4,2017,16,42,2022,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1984,3,1,1984,33,2,2,"",2,NA,NA,1,-9,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,0,2,3,"Wholesale Of Foodstuffs",5121,-9,-9,"",-9,90,0,10,NA,NA,NA,NA,2013,-9,-9,10,90,1,10,NA,2,1,0,100,0,"Spain","-7",2013,3,-9,2,3,1,52,0,1,1,1,1,1,1,3,3,3,0,1,10,90,10,0,"Nigeria",4,1,8,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,2,"The Company Uses A New Product To Transform Animal Skin In Several Colors","Through Another Phase Of Processing",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,1,-9,NA,2,NA,NA,1,0,-9,-9,-9,-9,-9,-9,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,1,-9,-9,2,NA,NA,"",NA,1,"",3,10,1,3,2,1,-9,1,NA,2,NA,NA,2,NA,NA,1,1,0,0,3,0,3,20,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,60,2,NA,NA,NA,NA,1,0,1,0,0,0,1,1,2,2,1,2,2,"","-9",NA,"-9",NA,"-9",NA,1,1,1,3764671,NA,311847,NA,NA,NA,NA,"Director General",33,1,"Chief Accountant And Administrator",23,1,"",NA,NA,21,4,2017,17,54,1,1,2,1,10,2,4,1,1,1.9891322851181,2.18566727638245,2.76681542396545,27
613966,133,4,2,1,1,1,2,2000,36,1,1,1,30,5,2017,7,54,2004,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2013,7,1,2013,15,2,2,"",2,NA,NA,1,-9,NA,NA,0,NA,2,NA,2,NA,NA,2,NA,NA,2,2,0,0,1,"Furniture, Beds, Living Room Furniture, Etc",3610,100,1e+07,"Ten Million",-9,100,0,0,NA,NA,NA,NA,NA,-7,NA,40,60,2,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,-4,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,-9,70,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,NA,NA,"",NA,3,"",-7,-9,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,0,0,0,0,0,0,7,7,7,0,7,0,0,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,1,1,0,0,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,12,6450000,1000000,150000,NA,-9,-9,-9,"Second In Charge",4,1,"",NA,NA,"",NA,NA,30,5,2017,8,31,2,2,1,NA,NA,1,2,4,1,9.39308166503906,13.3271408081055,21.8791007995605,11
613967,134,2,2,2,2,1,2,2000,36,1,2,2,28,4,2017,17,28,2019,32,1,1,3,1,1,2,NA,3,"",100,0,0,0,100,2,NA,1998,16,1,1996,16,2,2,"",2,NA,NA,1,-9,NA,NA,-9,NA,1,25,2,NA,NA,1,-9,NA,1,2,3,4,1,"Manufacture Of Mattresses And Sofas",3610,100,-9,"",-9,70,20,10,8,-8,1,1,2010,1,0,10,90,1,10,-8,4,1,100,0,0,"Benin","Nigeria",2010,1,-9,2,1,2,NA,1,2,3,1,1,-7,1,2,0,3,3,1,9,100,0,0,"Nigeria",16,3,1,2,-4,2,-9,1,-9,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,65,40,85,15,0,85,15,0,2,NA,NA,NA,NA,"",0,2,NA,NA,-9,NA,NA,1,-9,-9,-9,-9,-9,-9,-9,NA,1,30000000,-9,NA,10000000,NA,-9,NA,-9,NA,-9,NA,-9,NA,0,NA,0,NA,1,10000000,-9,1,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,-9,-9,-9,2,NA,"",NA,NA,"",3,10,1,2,2,2,NA,NA,0,2,NA,NA,2,NA,NA,1,1,1,1,3,0,44,38,44,-9,38,-9,0,2,0,NA,-9,NA,NA,-9,1,25,NA,0,NA,1,1,1,2,0,0,1,1,2,1,1,2,2,"","-7",NA,"-7",NA,"-7",NA,1,2,8,-9,-9,268445,NA,-9,-9,-9,"Production Director",8,1,"",NA,NA,"",NA,NA,28,4,2017,18,36,2,2,1,NA,NA,2,2,2,1,1.14917719364166,1.30088222026825,1.51510441303253,23
613968,135,4,1,1,1,1,2,2000,52,2,1,2,5,5,2017,17,41,2009,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1981,10,1,1981,36,2,2,"",2,NA,NA,1,8,1,30,10,NA,1,15,2,NA,NA,NA,NA,NA,1,1,3,0,2,"Sales And Printing Of School And Learning Materials",5239,100,2652755827,"Two Billion Six Hundred Fifty Two Million Seven Hundred Fifty Five Thousand Eight Hundred Twenty Seven",944487750,100,0,0,NA,NA,NA,NA,NA,0,0,95,5,1,3,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,1,2,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,4000,3,"",1,1,1,NA,2,NA,NA,1,-9,0,65,35,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,2,NA,NA,"",NA,3,"",2,10,1,1,2,1,0,0,NA,1,7,2,2,NA,NA,3,2,1,4,4,0,69,47,NA,NA,NA,NA,NA,NA,NA,6,25,0,2,-9,1,NA,NA,NA,NA,2,1,1,2,0,1,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,1,0,4,122598991,NA,21222395,150065900,NA,NA,NA,"Chief Financial And Administrative Officer",18,1,"Accountant",28,1,"",NA,NA,8,5,2017,11,45,2,1,3,1,45,1,1,4,1,1,1,1,8
613969,137,2,2,1,1,2,2,2000,18,1,1,1,5,5,2017,14,29,2012,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2008,9,1,2008,28,1,2,"",2,NA,NA,1,4,6,0,NA,0,1,30,2,NA,NA,2,NA,NA,2,2,0,0,1,"Creation Of Clothing",1810,100,-9,"",-9,90,5,5,7,2,0,0,2008,0,0,30,70,1,7,2,0,3,50,20,30,"Burkina Faso","Mali",2009,1,5,1,3,1,12,0,0,3,3,1,2,3,2,3,3,4,3,4,-9,-9,-9,"United Arab Emirates",7,1,1,2,-9,2,1,2,1,1,1,2,1,2,2,2,2,"",1,1,2,"The Company Has Introduced New Models Of Women'S Clothing In Its Collection","New Models For Embroidery And Sewing",1,"Honouring Customer Appointments","Completely New",2,NA,-9,6,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,2,NA,NA,2,NA,NA,4,0,0,100,0,0,0,0,NA,1,4500000,0,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,NA,NA,"",NA,1,"",3,-9,2,NA,NA,2,NA,NA,0,2,NA,NA,2,NA,NA,2,1,0,3,4,0,10,10,9,1,-9,-9,-9,6,1,NA,-9,NA,NA,-9,2,NA,NA,NA,NA,1,2,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,0,12,-9,-9,-9,NA,-9,-9,-9,"Manager",9,2,"",NA,NA,"",NA,NA,5,5,2017,17,23,1,3,1,NA,NA,1,4,2,1,1.20718359947205,1.81602597236633,3.28936767578125,18
613970,140,2,1,1,1,1,2,2000,51,3,1,1,25,4,2017,15,33,2003,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1993,2,2,2001,24,2,2,"",2,NA,NA,1,7,0,45,-9,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,3,0,3,"Sale Of Equipment",5139,100,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,-9,-9,0,100,1,45,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",2,1,1,NA,2,NA,NA,1,0,60,10,90,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,1,NA,2016,2e+08,1,1,2,2,2,2,-9,1,-9,2,2,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,NA,"",NA,1,"",2,10,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,2,2,2,2,1,19,19,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-9,2,NA,NA,NA,NA,0,0,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,2,14,-9,NA,-9,NA,NA,NA,NA,"Director General",24,1,"",NA,NA,"",NA,NA,25,4,2017,16,22,2,2,1,NA,NA,1,1,2,1,1,1,1.33230590820312,4
613971,148,2,1,1,1,1,2,2000,52,2,1,1,21,6,2017,19,12,2002,32,1,2,NA,NA,NA,NA,NA,1,"",90,90,10,0,0,1,10,1993,5,1,1993,37,2,2,"",2,NA,NA,1,-9,NA,NA,3,NA,1,100,2,NA,NA,NA,NA,NA,1,1,1,4,2,"Retail Sales Of Office Equipment (Photocopiers)",5239,60,2.1e+08,"Two Hundred Ten Million",2.11e+08,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,30,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,1,2,1,2,2,2,2,2,"",0,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,1,30,2,150,3,"",2,2,NA,NA,2,NA,NA,1,25,5,70,0,0,30,0,NA,1,0,10000000,0,NA,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,NA,-9,NA,NA,1,1,1,1,NA,2016,1.5e+07,1,1,2,2,2,2,55000000,2,2e+07,2,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",2,-9,1,10,2,2,NA,-9,NA,1,15,2,2,NA,NA,2,4,2,2,3,2,15,15,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,30,1,NA,NA,NA,NA,0,1,1,1,0,2,2,1,2,1,1,2,2,"","-7",NA,"-7",NA,"-7",NA,2,2,12,35000000,NA,1500000,-9,NA,NA,NA,"Director General",24,1,"",NA,NA,"",NA,NA,21,6,2017,19,46,1,4,1,NA,NA,1,1,2,1,4.61891937255859,5.68797636032104,11.8532972335815,4
613972,154,3,2,1,1,1,2,2000,15,1,1,2,17,6,2017,21,10,2005,32,1,1,3,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2012,3,1,2012,12,2,2,"",1,30,1,1,-9,NA,NA,NA,6000000,1,100,2,NA,NA,2,NA,NA,1,1,4,1,1,"Production Of Yoghurt",1520,100,3e+08,"Three Hundred Million",4.07e+08,100,0,0,NA,NA,NA,NA,NA,1,1,100,0,NA,NA,NA,0,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,-4,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"The Launch Of A 250-Gram Pouch Of Yoghurt At 200 F Per Pouch","Previously The Company Only Sold Yoghurt In Packs",2,"","",2,NA,40,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",4,1,1,NA,2,NA,NA,0,0,10,100,0,0,0,0,NA,1,8000000,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,100,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,4,1,2,2,2,NA,2,NA,1,80,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",-9,2,1,5,2,2,NA,0,NA,2,NA,NA,2,NA,NA,2,0,4,0,0,0,12,16,7,5,7,0,0,0,1,NA,10,0,12,3,1,1,NA,1,NA,2,1,1,1,1,2,2,1,2,1,1,2,2,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,0,1,1,24000000,-9,3600000,NA,-9,-9,-9,"Director General",5,1,"",NA,NA,"",NA,NA,17,6,2017,22,32,2,4,1,NA,NA,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
613973,157,4,1,2,2,1,2,2000,45,3,2,2,4,5,2017,19,30,2021,32,1,1,2,1,1,1,NA,1,"",25,100,0,0,0,2,NA,1998,30,1,1998,30,2,2,"",2,NA,NA,1,5,2,20,2,NA,1,10,2,NA,NA,NA,NA,NA,1,2,1,1,4,"Road And Building Construction",4520,80,2.3e+07,"Twenty Three Million",1.4e+07,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,2,2,2,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,NA,500000,2,NA,NA,0,0,0,50,50,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10000000,0,1,1,1,1,NA,2015,2.5e+07,1,1,2,2,2,2,35000000,1,2.5e+07,2,2,1,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,1,"",-7,0,1,2,2,2,NA,55,NA,2,NA,NA,2,NA,NA,1,2,0,1,1,0,40,30,NA,NA,NA,NA,NA,NA,NA,0,-9,NA,NA,0,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,0,12,1342000,NA,420000,NA,NA,NA,NA,"Director General",30,1,"",NA,NA,"",NA,NA,4,5,2017,20,4,1,1,1,NA,NA,2,1,4,0,1.24554741382599,1.30503034591675,1.31401693820953,22
613974,164,3,1,1,1,2,3,2000,52,2,1,1,18,5,2017,10,5,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2012,7,1,2012,5,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,35,2,NA,NA,NA,NA,NA,2,2,1,1,2,"Sale Of Foodstuffs",5220,45,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,0,0,55,45,1,5,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Xxx Brand Fruit Juices From Foreign Country","The Company Now Sells Fruit Juices. This Was Not The Case Previously",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",0,2,NA,NA,2,NA,NA,1,-9,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,1,1,2,NA,NA,"",NA,1,"",2,0,1,1,2,2,NA,NA,-8,2,NA,NA,2,NA,NA,0,0,1,0,1,0,7,7,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,0,12,-9,NA,-9,-9,NA,NA,NA,"Director General",4,1,"",NA,NA,"",NA,NA,18,5,2017,10,57,1,1,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613975,177,3,1,1,1,1,2,2000,36,1,1,1,31,5,2017,15,2,2008,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2012,10,1,2012,25,2,2,"",2,NA,NA,1,-9,NA,NA,0,NA,1,40,2,NA,NA,2,NA,NA,2,2,2,0,1,"Beds",3610,100,2.5e+07,"Twenty Five Million",-9,100,0,0,NA,NA,NA,NA,NA,0,0,20,80,2,NA,NA,2,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2,-4,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,"Manufacturing Of Furniture, Beds And Offices","The Company Produces The Items Periodically Depending On The Orders",2,"","",2,NA,100,-9,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,1,-9,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,-9,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,-9,-9,2,NA,NA,"",NA,3,"",-7,100,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,-7,0,0,0,13,13,13,0,13,0,0,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,0,1,0,0,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,-7,-7,8,10000000,5000000,700000,NA,-9,-9,-9,"Director General",5,1,"",NA,NA,"",NA,NA,31,5,2017,15,51,2,2,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613976,178,1,2,1,1,2,2,2000,15,1,1,1,21,5,2017,15,48,2010,32,1,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2015,9,1,2015,-9,2,1,"Iso 22000",1,10,2,1,3,8,0,1,NA,1,40,1,7,2,2,NA,NA,2,1,0,0,1,"Refining Of Spring Water And Sale Of Crates Of Spring Water",1554,100,381600000,"Three Hundred Eighty One Million Six Hundred Thousand",-7,100,0,0,NA,NA,NA,NA,NA,-9,-9,66,34,2,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,14,2,2,4,1,1,2,1,2,2,2,1,2,"",2,1,1,"Improved The Water Bottle","The Improvement Of The One-Litre Bottle To A One And A Half Litre Bottle. Then The Introduction Of The 650-Millilitre Bottle",1,"The Production Hours","Previously, Production Took Place At Night Now It Takes Place During The Day",2,NA,50,40,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,1,1,NA,2,NA,NA,4,0,0,100,0,0,0,0,NA,1,-9,-9,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,12675000,2400000,1,1,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,3,"",3,40,1,3,2,2,NA,0,NA,2,NA,NA,1,-9,2,2,2,0,3,4,2,9,-7,5,4,2,1,2,0,0,NA,2,0,12,90,1,NA,5,NA,4,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",4,"Tahoua University",4,"Etec Niger (Accounting, Communication & Business School)",3,1,1,13,23940000,31823500,2924880,NA,307800000,84000000,250000000,"Quality Director",2,1,"",NA,NA,"",NA,NA,23,5,2017,0,7,2,1,3,2,0,1,4,1,0,1.51578092575073,2.54349040985107,5.27033185958862,16
