"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
619652,136,2,1,1,1,1,2,6791,45,3,1,2,18,8,2017,13,36,2288,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1974,60,1,1974,43,2,2,"",1,-5,1,1,0,NA,NA,NA,43000,1,100,1,30,1,NA,NA,NA,1,1,3,2,4,"Housing",4520,70,192000,"One Hundred Ninety Two Thousand",145000,100,0,0,NA,NA,NA,NA,NA,5,5,100,0,NA,NA,NA,3,3,NA,NA,NA,1,2,1,1,2,1,2,2,2,1,2,"",1,1,1,"A New Construction Machine","Completely New",1,"Purchase A New Truck","Completely New",1,8000,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,16320,2,NA,NA,0,0,20,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",4,10,1,6,1,2,NA,10,NA,2,NA,NA,2,NA,NA,2,2,0,0,0,1,50,25,NA,NA,NA,NA,NA,NA,NA,10,25,10,5,50,2,NA,NA,NA,NA,0,0,0,1,1,0,0,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"-7",NA,"-7",NA,0,0,1,9600,NA,6720,NA,NA,NA,NA,"Ceo",43,1,"Manager For Electrical Department",6,1,"",NA,NA,18,8,2017,14,26,1,4,2,1,0,1,1,2,1,6.77423906326294,8.39657783508301,20.2282333374023,4
619653,137,1,1,1,1,1,2,6791,36,1,1,1,24,7,2017,13,43,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2005,5,1,2005,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,3,0,1,"General Furniture And Wood Work.",3610,100,60000,"Sixty Thousand",42000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,1,1,1,45,2,1,3,1,1,1,2,1,1,1,1,2,"",1,1,1,"The Machine Use In Sawing, And Spraying, To Make The Woodwork.","Nothinge Similar",2,"","",2,NA,30,9,0,0,100,0,100,0,2,NA,NA,NA,NA,"",0,1,5,NA,1,30,NA,3,40,20,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,NA,NA,"",NA,5,"",1,1,1,6,1,2,NA,5,NA,2,NA,NA,2,NA,NA,1,1,0,0,3,0,8,6,5,3,0,5,0,0,0,NA,0,NA,NA,10,2,NA,NA,NA,NA,0,0,1,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,4,2400,2400,84,NA,5000,1000,1000,"General Manager",20,1,"Assistant Manager",17,1,"General Manager",20,1,24,7,2017,15,28,1,1,2,1,55,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619654,138,1,1,1,1,1,2,6791,36,1,1,3,13,7,2017,10,55,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2005,4,1,2005,13,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,3,0,1,"Furniture Works, Beds, Chairs, Tables, Doors, Etc.",3610,100,148000,"One Hundred Forty Eight Thousand",130000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,1,1,6,2,1,1,1,1,1,2,1,2,1,2,2,"",1,1,1,"We Have Plain, Cutting Saw, Ripping Saw And Dressing Plain, All These Materials Are Used In Cleaning The Wood.","Nothing Similar.",2,"","",2,NA,100,63,0,100,0,0,100,0,1,60,1,NA,NA,"",3,1,5,NA,1,19,NA,1,0,1,100,0,0,0,0,NA,1,1065,1800,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,850,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,NA,"",NA,NA,"",1,4,1,12,2,2,NA,0,NA,2,NA,NA,2,NA,NA,1,0,1,0,0,0,120,90,110,10,110,0,0,0,0,NA,0,NA,NA,35,2,NA,NA,NA,NA,0,0,2,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,8,40000,12000,8000,NA,85000,1500,1080,"Assistant Manager",12,1,"Trainer Carpenter",2,1,"Assistant Manager",12,1,13,7,2017,12,17,1,1,2,1,29,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619655,139,2,3,1,1,1,2,5400,60,3,1,3,13,9,2017,14,54,3409,87,2,1,20,1,1,1,NA,5,"",75,100,0,0,0,1,25,2001,150,1,2001,15,2,2,"",1,2,2,1,3,2,45,NA,150,2,NA,2,NA,NA,NA,NA,NA,2,2,1,0,6,"Transport Xxx",6021,-9,300000,"Three Hundred Thousand",180000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Electronic Signing In And Out  Sheet For All Commercial Vehicle  And Transport Union Regulation For All Vehicle Registry By The Union","Completely New",1,"There Was A Number Printer On All Registered Buses Under The Transport Union. Those Number Belong Only The Commercial Transport Buses In Monrovia.","Completely New",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,0,-9,-9,0,0,0,0,100,NA,1,500,1500,NA,0,NA,0,NA,0,NA,500,NA,0,NA,0,NA,1500,0,1,2500,1500,1,1,1,3,2,2010,25000,1,2,2,2,1,2,50000,-9,NA,2,2,4,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,NA,NA,"",NA,5,"",3,15,1,4,2,2,NA,NA,0,2,NA,NA,1,3,2,3,3,1,1,3,3,205,190,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,75,2,NA,NA,NA,NA,1,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,4,50000,NA,500,NA,NA,NA,NA,"Chairman",15,1,"Ticket Agent",12,1,"",NA,NA,13,9,2017,16,34,2,4,2,1,45,1,3,2,1,1.17578399181366,1.27518963813782,4.72625398635864,12
619656,140,1,1,1,1,1,2,6791,36,1,1,2,14,7,2017,4,23,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2000,30,1,2000,40,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,3,0,1,"Woodwork, General Capentry.",3610,100,60800,"Sixty Thousand Eight Hundred",15120,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,3,0,1,40,2,1,3,1,1,1,2,1,2,1,2,2,"",1,1,1,"We Have The Spraying Machine That Sprays The Finished Wood Work And It Makes It Looks Shinning In Appearance.","Nothing Similar",2,"","",2,NA,100,70,0,100,0,0,100,0,1,30,2,NA,NA,"",0,1,2,NA,1,10,NA,3,0,30,100,0,0,0,0,NA,1,300,1200,80,NA,20,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,"",NA,3,"",1,1,1,12,2,1,0,NA,0,2,NA,NA,2,NA,NA,1,1,1,0,3,0,30,25,30,0,15,10,5,0,0,NA,0,NA,NA,60,2,NA,NA,NA,NA,0,0,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","University Of Liberia",3,"",NA,"",NA,0,1,15,6250,1080,720,NA,16800,300,3000,"Ceo/ Gm",17,1,"Assistant Manager",17,1,"",NA,NA,24,7,2017,13,14,1,1,2,1,27,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619657,141,1,3,1,1,1,2,6791,15,1,1,2,25,8,2017,11,24,2288,87,2,2,NA,NA,NA,NA,NA,4,"",80,100,0,0,0,1,20,1988,80,1,1988,35,2,2,"",1,-6,2,1,0,NA,NA,NA,14000,1,100,2,NA,NA,1,-9,NA,1,2,2,2,1,"Non Alcoholic Beverages And Alcoholic Beverages",1554,48,200000,"Two Hundred Thousand",75000,100,0,0,NA,NA,NA,NA,NA,0,0,40,60,1,12,2,0,0,2,5,2,2,0,1,1,2,2,1,1,2,2,2,"",0,1,1,"Production Of An Alcoholic Beverages","Completely New",1,"Bought Two New Truck","Completely New",1,1100,75,37,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,10000,2,NA,NA,0,10,30,70,30,0,0,0,NA,1,500000,1000000,50,NA,25,NA,25,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,1,1,NA,2015,18000000,1,1,1,1,2,2,-9,1,20000000,2,2,1,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,NA,"",NA,NA,"",3,10,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,3,3,0,0,2,0,75,33,60,15,10,22,28,30,8,NA,12,6,8,30,1,NA,30,NA,10,0,0,1,1,1,1,1,1,2,2,2,2,2,"","Cuttington University",4,"University Of Liberia",4,"-7",NA,0,1,14,24000,12000,14000,NA,58400,112000,2700000,"Consultant",16,1,"",NA,NA,"",NA,NA,25,8,2017,12,55,1,4,1,NA,NA,1,3,1,1,1,1,2.45595383644104,10
619658,143,1,1,1,1,1,2,6791,22,1,1,2,12,7,2017,9,27,3048,87,2,2,NA,NA,NA,NA,NA,4,"",80,100,0,0,0,1,8,2003,22,1,2003,25,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,1,2,4,0,1,"Printing Advertisment, News, Promoting And Supporting Program",2222,100,150000,"One Hundred Fifty Thousand",4000,90,0,10,15,2,0,0,2006,3,4,100,0,NA,NA,NA,3,3,1,18,1,1,2,1,1,1,1,1,1,1,1,2,"",0,1,1,"We Did A New Health Program On Health Matters, Where The Host Call In The Doctors And They Internet With The Public About Their About Their Health Matters.","We Had A Pre-Package Program That They Periodically Do Something On Hiv/Aids, Water And Sanitation, Cholera, Etc.",1,"We Have Introduced New Ways Of Producing Adverts On The Television, By Making The Ads Appear More Real Than Before.","Nothing Similar.",2,NA,100,133,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,1,NA,1,1,NA,2,0,60,100,0,0,0,0,NA,1,5000,0,85,NA,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,3000,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,1,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",2,5,1,4,2,1,0,0,NA,2,NA,NA,2,NA,NA,2,1,3,0,1,0,22,15,16,6,2,9,5,3,1,NA,0,NA,NA,99,1,90,NA,98,NA,1,0,1,1,1,0,1,1,1,2,1,2,2,"","African Methodist Episcopal University",3,"University Of Liberia",4,"African Methodist Episcopal Zion University",3,1,3,1,50000,9500,4200,NA,118700,200000,170000,"President/ Ceo",14,1,"Vice President And Chief Financial Officer",14,1,"President/ Ceo",14,1,12,7,2017,11,42,1,1,2,2,4,1,1,1,1,2.67659282684326,3.19986081123352,5.80932474136353,2
619659,144,1,1,1,1,1,2,4400,18,1,1,2,10,7,2017,9,40,5154,87,2,1,3,1,1,1,NA,4,"",60,100,0,0,0,2,NA,2009,10,1,2009,14,2,2,"",1,180,1,1,6,24,0,40,NA,1,60,2,NA,NA,2,NA,NA,2,2,3,0,1,"Designing Of Shirts And Dresses",1810,75,135000,"One Hundred Thirty Five Thousand",10000,100,0,0,NA,NA,NA,NA,NA,-7,NA,20,80,2,NA,NA,3,3,2,15,2,1,3,1,1,1,2,1,2,2,2,2,"",0,1,1,"We Used To Used Linen For Shirts But Now We Are Using Lappas,Wooden And Country Cloth For Designing Shirts","The Difference Between The New Product And The Old Product Is The Styles That Is Used In Designing The Shirts",2,"","",2,NA,80,98,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,NA,420,1,30,NA,3,60,80,40,0,0,0,60,NA,1,2500,0,40,NA,0,NA,0,NA,0,NA,0,NA,0,NA,60,NA,NA,1,1300,7000,2,2,1,3,2,2016,1500,2,NA,NA,NA,NA,NA,NA,1,1500,1,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,5,"",1,60,2,NA,NA,2,NA,40,NA,2,NA,NA,1,7,1,4,2,3,3,3,3,26,20,25,1,25,0,0,8,0,NA,0,NA,NA,10,1,NA,16,NA,0,0,0,0,0,0,0,0,1,1,2,1,2,2,"","-7",NA,"-7",NA,"-7",NA,3,3,12,15000,10000,1000,NA,27000,1500,3200,"Manager",14,1,"",NA,NA,"",NA,NA,10,7,2017,11,7,1,2,1,NA,NA,1,1,1,1,1,1.21538984775543,2.20653176307678,2
619660,148,1,1,1,1,1,5,6791,36,1,1,1,11,7,2017,14,3,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,1997,15,1,1997,27,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,3,0,1,"The Largest Proportion Of Annual Sales Is Gotten From General Furniture Making",3610,100,113000,"One Hundred Thirteen Thousand",106000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,3,2,5,2,1,3,1,1,1,2,2,2,1,2,2,"",0,2,NA,"","",2,"","",2,NA,75,10,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,30,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,"",NA,5,"",1,2,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,0,0,0,3,3,0,18,14,16,2,2,14,0,1,1,NA,0,NA,NA,40,2,NA,NA,NA,NA,0,2,2,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,31000,11000,3000,NA,85000,135,250,"General Manager/ Ceo",20,1,"",NA,NA,"",NA,NA,11,7,2017,15,17,1,1,1,NA,NA,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619661,149,1,2,1,1,1,2,1400,37,1,1,1,21,8,2017,17,51,5154,87,2,2,NA,NA,NA,NA,NA,4,"",70,100,0,0,0,1,70,2003,7,1,2003,14,1,2,"",1,30,1,1,2,24,0,25,NA,1,20,2,NA,NA,-7,NA,NA,2,2,3,3,1,"Recycling Of Vehicles, Scribing Of Car",3710,100,157500,"One Hundred Fifty Seven Thousand Five Hundred",90000,60,20,20,30,1,0,0,2010,10,0,80,20,1,10,1,3,3,2,1,1,1,3,1,1,2,1,1,2,1,2,2,"",0,2,NA,"","",2,"","",1,500,80,72,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,30,NA,2,NA,NA,3,0,0,100,0,0,0,0,NA,1,2500,4000,60,NA,40,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,0,4000,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",3,20,2,NA,NA,2,NA,20,NA,1,9,1,1,5,1,3,3,3,3,3,3,15,11,10,5,6,4,0,0,3,NA,0,NA,NA,-9,2,NA,NA,NA,NA,0,0,0,0,0,0,0,1,2,2,2,2,2,"","",NA,"",NA,"",NA,3,3,14,12000,2000,1500,NA,25000,-9,4500,"Manager",14,2,"",NA,NA,"",NA,NA,21,8,2017,18,33,3,3,1,NA,NA,1,2,1,1,2.67159628868103,3.54192805290222,5.09069061279297,6
619662,150,1,3,1,1,1,2,6791,15,1,1,3,10,7,2017,13,42,2288,87,2,1,20,1,1,2,NA,4,"",25,0,100,0,0,2,NA,1985,4,1,1985,32,2,2,"",1,-6,2,1,1,2,0,5,NA,1,100,1,3,2,1,2,4,1,2,3,3,1,"Production Of Alcoholic Beverages",1551,100,115000,"One Hundred Fifteen Thousand",5500,100,0,0,NA,NA,NA,NA,NA,0,0,10,90,1,14,2,3,1,1,4,2,1,1,1,1,1,1,1,1,2,1,2,"",0,1,1,"Manufacturing Of Wooden Planks And Scripts For Buildings And Furniture","Completely New",2,"","",2,NA,100,40,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,3,25,75,20,80,0,0,0,NA,1,32250000,0,20,NA,0,NA,80,NA,0,NA,0,NA,0,NA,0,NA,NA,1,500000,300000,1,1,1,1,NA,2016,-8,1,2,2,2,1,2,-9,-9,NA,2,2,3,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,3,"",4,10,1,3,2,2,NA,5,NA,2,NA,NA,1,7,2,3,3,1,2,3,3,201,80,100,101,60,20,20,45,5,NA,40,40,2,5,1,15,NA,10,NA,0,2,2,0,0,0,0,1,2,2,2,2,2,"","University Of Liberia",3,"University Of Liberia",3,"University Of Liberia",3,1,3,6,10000,6000,2140,NA,30000,3000000,84000,"General Manager",32,1,"",NA,NA,"",NA,NA,10,7,2017,15,8,1,4,1,NA,NA,1,3,1,1,1,1,2.45595383644104,10
619663,192,1,1,2,2,2,4,6791,36,1,2,2,7,7,2017,12,55,2527,87,2,1,2,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2006,2006,1,2006,11,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,-7,NA,NA,2,2,4,0,1,"Production Of House Furniture",3610,100,170000,"One Hundred Seventy Thousand",100000,100,0,0,NA,NA,NA,NA,NA,10,5,100,0,NA,NA,NA,4,-7,1,6,2,2,4,1,1,1,2,2,2,2,2,1,"Friends And Family",1,2,NA,"","",2,"","",2,NA,100,40,100,0,0,100,0,0,1,33,2,NA,NA,"",0,1,5,NA,1,3,NA,1,10,75,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",3,0,1,1,2,2,NA,1,NA,2,NA,NA,1,33,2,0,1,1,-7,0,0,27,13,25,2,20,0,5,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,1,1,-7,-7,-7,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,12,25000,13000,11000,NA,139100,9000,11000,"Manager",11,1,"",NA,NA,"",NA,NA,7,7,2017,13,47,2,3,1,NA,NA,2,4,1,0,1.38172364234924,1.27010977268219,1.59215176105499,15
619664,312,2,3,1,1,1,3,5400,51,3,1,2,5,9,2017,18,11,5641,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2005,9,2,2006,5,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,15,2,NA,NA,NA,2,2,1,0,3,"Drinks",5122,80,175000,"One Hundred Seventy Five Thousand",122000,100,0,0,NA,NA,NA,NA,NA,0,0,75,25,2,NA,NA,0,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,0,25,50,0,0,0,50,NA,1,500,8000,50,NA,0,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",4,2,1,3,1,2,NA,2,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,1,19,16,NA,NA,NA,NA,NA,NA,NA,0,9,0,5,2,2,NA,NA,NA,NA,1,1,0,1,0,1,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,1,1,7500,NA,6000,NA,NA,NA,NA,"Manager",5,1,"",NA,NA,"",NA,NA,5,9,2017,18,51,1,1,1,NA,NA,1,3,2,0,1.17578399181366,1.27518951892853,4.72625398635864,11
619665,320,1,1,2,1,1,3,5400,52,2,1,1,11,9,2017,17,4,3855,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,2,NA,2014,2,1,2014,3,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,3,0,2,"Retail Sale Of Second-Hand Goods In Stores",5240,100,69500,"Sixty Nine Thousand Five Hundred",-7,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,-9,NA,3,1,NA,NA,NA,1,1,-9,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",2,-9,NA,NA,2,NA,NA,1,0,0,50,0,50,0,0,25,1,700,5000,50,NA,20,NA,30,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,2,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,2,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,NA,"",NA,NA,"",1,-9,1,4,2,2,NA,-9,NA,1,-9,1,1,-9,1,0,0,0,0,3,0,16,-7,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,80,2,NA,NA,NA,NA,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,15,23000,NA,5600,28600,NA,NA,NA,"Manager",3,2,"",NA,NA,"",NA,NA,11,9,2017,17,50,2,2,1,NA,NA,2,4,1,0,1.38172364234924,1.27010977268219,1.59215176105499,15
619666,338,1,1,2,2,1,4,5400,15,1,2,2,17,7,2017,15,36,5641,87,2,1,3,1,1,2,NA,3,"",100,100,0,0,0,2,NA,2004,5,2,2013,12,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,0,1,1,"Manufacturing Of  Meatpad",1549,35,260000,"Two Hundred Sixty Thousand",150000,100,0,0,NA,NA,NA,NA,NA,0,0,50,50,2,NA,NA,3,1,1,10,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,5,5,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,1,0,30,50,0,0,0,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,100,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,2,"",1,0,1,1,1,2,NA,5,NA,2,NA,NA,2,NA,NA,0,1,0,0,3,0,60,50,50,10,20,30,0,0,0,NA,6,6,5,1,2,NA,NA,NA,NA,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,"","Cuttington University",4,"",NA,"",NA,0,1,1,60000,20000,10000,NA,140000,310000,10000,"Manager",10,1,"",NA,NA,"",NA,NA,17,7,2017,16,46,1,1,1,NA,NA,2,4,1,0,1.38172364234924,1.27010977268219,1.59215176105499,15
