Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mauritania,MRT,..,46.1049995422363,44.923999786377,44.7970008850098,44.6689987182617,44.5419998168945,44.4189987182617,44.4080009460449,44.4109992980957,44.4339981079102,44.4090003967285,44.382999420166
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mauritius,MUS,..,56.726001739502,53.5169982910156,53.3030014038086,53.7280006408691,53.1459999084473,53.2770004272461,53.8940010070801,54.5779991149902,54.9339981079102,54.6609992980957,54.4830017089844
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mexico,MEX,..,58.7719993591309,59.2470016479492,58.2509994506836,58.0989990234375,58.2169990539551,59.0299987792969,58.810001373291,58.2890014648438,58.689998626709,58.9020004272461,59.1650009155273
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Moldova,MDA,..,46.5670013427734,42.568000793457,40.1650009155273,38.8720016479492,39.4869995117188,38.4770011901855,39.3559989929199,39.7050018310547,42.4749984741211,41.0069999694824,40.5579986572266
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mongolia,MNG,..,57.5690002441406,55.7439994812012,55.6599998474121,55.1500015258789,57.1780014038086,57.0880012512207,57.3190002441406,57.3680000305176,57.4049987792969,54.9910011291504,55.2089996337891
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Montenegro,MNE,..,36.1220016479492,41.4539985656738,40.2569999694824,39.701000213623,39.3950004577637,39.6710014343262,39.6660003662109,40.2449989318848,40.3170013427734,40.0519981384277,40.6769981384277
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Morocco,MAR,..,44.0550003051758,45.1150016784668,45.3279991149902,45.3370018005371,45.3639984130859,44.7350006103516,44.6790008544922,44.4580001831055,44.3400001525879,44.4729995727539,44.423999786377
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Mozambique,MOZ,..,66.640998840332,65.1969985961914,64.4970016479492,63.6529998779297,62.6640014648438,61.515998840332,60.859001159668,59.1370010375977,59.0060005187988,59.0149993896484,59.0279998779297
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Myanmar,MMR,..,70.9400024414063,67.6809997558594,67.2580032348633,66.8479995727539,66.5800018310547,66.2480010986328,65.8730010986328,65.5039978027344,65.1429977416992,64.8000030517578,64.5599975585938
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Namibia,NAM,..,44.9640007019043,45.2000007629395,45.2509994506836,45.9220008850098,47.0330009460449,49.8009986877441,48.859001159668,49.6020011901855,49.0559997558594,46.9550018310547,47.2980003356934
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nepal,NPL,..,84.2229995727539,81.9120025634766,81.6370010375977,81.3970031738281,81.2959976196289,81.2429962158203,81.1179962158203,81.5240020751953,81.5199966430664,81.7070007324219,81.9020004272461
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Netherlands,NLD,..,61.1220016479492,64.3369979858398,64.1009979248047,61.8139991760254,60.9360008239746,60.8349990844727,59.8310012817383,59.2639999389648,59.6679992675781,59.8839988708496,60.4300003051758
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,New Caledonia,NCL,..,55.673999786377,55.048999786377,54.7910003662109,54.2680015563965,54.0449981689453,53.9070014953613,53.7900009155273,53.8089981079102,53.7639999389648,53.6539993286133,53.4780006408691
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,New Zealand,NZL,..,60.7249984741211,65.1330032348633,63.5530014038086,63.0789985656738,63.492000579834,63.0120010375977,63.6780014038086,64.7170028686523,64.6630020141602,65.7679977416992,65.8339996337891
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nicaragua,NIC,..,55.7130012512207,59.609001159668,58.7599983215332,59.3540000915527,60.1590003967285,60.9570007324219,62.1500015258789,62.9990005493164,63.273998260498,63.5340003967285,63.6749992370605
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Niger,NER,..,77.0339965820313,77.6380004882813,78.0550003051758,78.4520034790039,78.8929977416992,78.8659973144531,78.8249969482422,78.7799987792969,78.7289962768555,78.6589965820313,78.6289978027344
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Nigeria,NGA,..,52.6290016174316,52.6389999389648,52.7290000915527,52.818000793457,52.9039993286133,52.9860000610352,53.0610008239746,52.5810012817383,52.7239990234375,51.2569999694824,51.2630004882813
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Norway,NOR,..,64.6370010375977,65.6959991455078,64.3899993896484,63.3870010375977,63.1199989318848,63.257999420166,62.7770004272461,62.4659996032715,62.0999984741211,61.359001159668,61.5419998168945
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Oman,OMN,..,44.1730003356934,47.3219985961914,48.8279991149902,50.576000213623,52.2130012512207,53.4770011901855,55.3349990844727,57.1339988708496,58.5800018310547,58.7879981994629,58.9539985656738
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Pakistan,PAK,..,47.3549995422363,50.4819984436035,50.7830009460449,51.2280006408691,51.1580009460449,50.9690017700195,50.7410011291504,51.2120018005371,51.2649993896484,52.2820014953613,52.2410011291504
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Panama,PAN,..,54.4269981384277,61.9169998168945,62.0699996948242,61.5610008239746,61.0589981079102,62.435001373291,63.5810012817383,62.8790016174316,63.4830017089844,63.2369995117188,63.2019996643066
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Papua New Guinea,PNG,..,69.8560028076172,70.5279998779297,70.4049987792969,70.1940002441406,69.3119964599609,68.9789962768555,68.7870025634766,68.4079971313477,68.1650009155273,68.1360015869141,68.0530014038086
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Paraguay,PRY,..,64.5169982910156,66.6630020141602,67.1869964599609,65.8300018310547,66.0169982910156,69.3929977416992,68.1589965820313,66.036003112793,66.4010009765625,66.6179962158203,66.3270034790039
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Peru,PER,..,63.7070007324219,74.7740020751953,75.3059997558594,76.3259963989258,75.9000015258789,76.0619964599609,75.4380035400391,74.8960037231445,73.7870025634766,73.5830001831055,73.8320007324219
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Philippines,PHL,..,60.1030006408691,59.734001159668,60.0139999389648,60.1030006408691,60.7760009765625,60.3889999389648,60.1139984130859,60.6689987182617,60.4580001831055,60.5579986572266,60.5789985656738
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Poland,POL,..,47.0960006713867,50.7070007324219,50.7400016784668,50.5279998779297,50.673999786377,50.7050018310547,50.6370010375977,51.7319984436035,52.4300003051758,53.3580017089844,53.7779998779297
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Portugal,PRT,..,58.3919982910156,57.3530006408691,55.4749984741211,54.4729995727539,52.7169990539551,50.6959991455078,49.625,50.6139984130859,51.3390007019043,52.064998626709,52.9389991760254
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Puerto Rico,PRI,..,41.7389984130859,40.7120018005371,38.5540008544922,37.4000015258789,37.0820007324219,37.2200012207031,36.7849998474121,36.4309997558594,36.7060012817383,36.798999786377,36.7630004882813
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Qatar,QAT,..,73.2429962158203,83.2979965209961,84.8059997558594,86.2809982299805,85.5859985351563,85.5110015869141,85.9010009765625,86.5859985351563,87.4150009155273,87.0130004882813,86.7630004882813
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Romania,ROU,..,59.7799987792969,50.8139991760254,50.0699996948242,51.1399993896484,50.2410011291504,50.8740005493164,50.5499992370605,50.9609985351563,50.6189994812012,50.4150009155273,50.4500007629395
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Russian Federation,RUS,..,55.3919982910156,59.0029983520508,57.7449989318848,58.3580017089844,59.2529983520508,59.9879989624023,59.9720001220703,60.2410011291504,60.1119995117188,60.2960014343262,60.2449989318848
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Rwanda,RWA,..,86.536003112793,84.3379974365234,84.3479995727539,84.2320022583008,84.068000793457,83.8580017089844,84.7639999389648,85.568000793457,85.4089965820313,85.1520004272461,85.0350036621094
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Samoa,WSM,..,32.7019996643066,31.3600006103516,31.3409996032715,31.0109996795654,30.371000289917,29.3369998931885,29.3950004577637,29.3269996643066,29.1800003051758,28.931999206543,28.9419994354248
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sao Tome and Principe,STP,..,47.5359992980957,47.9459991455078,48.5519981384277,49.1180000305176,49.6769981384277,50.0950012207031,50.2929992675781,50.4199981689453,50.4700012207031,50.4059982299805,50.3429985046387
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Saudi Arabia,SAU,..,47.6189994812012,47.7299995422363,47.4269981384277,48.2350006103516,49.1710014343262,50.515998840332,51.3219985961914,51.6879997253418,52.5219993591309,52.6100006103516,52.9160003662109
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Senegal,SEN,..,48.8569984436035,47.8979988098145,48.8240013122559,49.7529983520508,50.6699981689453,51.5320014953613,52.4010009765625,53.2519989013672,54.1730003356934,54.2309989929199,54.431999206543
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Serbia,SRB,..,49.189998626709,46.2610015869141,43.689998626709,41.0970001220703,39.1769981384277,38.9809989929199,40.5890007019043,42.3619995117188,42.6889991760254,45.6510009765625,45.9570007324219
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sierra Leone,SLE,..,62.1259994506836,60.2130012512207,59.390998840332,58.5670013427734,57.7379989624023,56.9090003967285,56.0789985656738,55.2900009155273,55.4599990844727,55.3810005187988,55.3199996948242
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Singapore,SGP,..,62.3019981384277,63.7779998779297,63.5579986572266,64.802001953125,65.0660018920898,65.6259994506836,65.6380004882813,66.3030014038086,67.7350006103516,67.4290008544922,67.0770034790039
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Slovak Republic,SVK,..,48.3610000610352,53.5589981079102,51.6590003967285,50.3330001831055,50.7239990234375,50.8660011291504,50.7799987792969,51.4650001525879,52.7589988708496,54.2459983825684,55.0699996948242
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Slovenia,SVN,..,53.4109992980957,56.8819999694824,55.9440002441406,54.9440002441406,53.3160018920898,52.6110000610352,51.6319999694824,52.1139984130859,52.2270011901855,52.1430015563965,52.3959999084473
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Solomon Islands,SLB,..,70.806999206543,70.7630004882813,71.1589965820313,70.9100036621094,70.3889999389648,70.2710037231445,70.2040023803711,70.2040023803711,70.1009979248047,70.0449981689453,70.0019989013672
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Somalia,SOM,..,44.75,43.4440002441406,43.3279991149902,43.2680015563965,43.1660003662109,43.1230010986328,43.1290016174316,43.1699981689453,43.2350006103516,43.3079986572266,43.3520011901855
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,South Africa,ZAF,..,40.6809997558594,43.2700004577637,41.2919998168945,39.4339981079102,39.4119987487793,39.6380004882813,40.1450004577637,40.1279983520508,40.898998260498,40.1800003051758,39.5550003051758
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,South Sudan,SSD,..,65.504997253418,64.6309967041016,64.5250015258789,64.3270034790039,64.5739974975586,64.7249984741211,63.3629989624023,63.75,63.7280006408691,63.9739990234375,63.9860000610352
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Spain,ESP,..,45.5309982299805,52.2169990539551,48.4939994812012,47.5099983215332,46.5830001831055,44.5660018920898,43.5390014648438,44.2109985351563,45.4710006713867,46.6959991455078,47.7750015258789
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sri Lanka,LKA,..,52.5149993896484,53.0359992980957,52.5019989013672,52.0200004577637,52.1370010375977,51.3870010375977,52.5970001220703,51.7089996337891,51.359001159668,51.4090003967285,51.3580017089844
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Lucia,LCA,..,53.201000213623,58.568000793457,56.7519989013672,53.0989990234375,54.4599990844727,54.4930000305176,52.5540008544922,52.4249992370605,51.625,53.6910018920898,53.9970016479492
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,St. Vincent and the Grenadines,VCT,..,52.9230003356934,55.9220008850098,56.0610008239746,56.2120018005371,56.5110015869141,56.818000793457,57.0940017700195,56.8720016479492,57.0099983215332,56.8800010681152,56.8349990844727
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sudan,SDN,..,43.4469985961914,41.806999206543,41.4269981384277,41.359001159668,41.2919998168945,41.1440010070801,40.8919982910156,40.8689994812012,40.6920013427734,40.6129989624023,40.5340003967285
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Suriname,SUR,..,44.6640014648438,47.9710006713867,48.1699981689453,49.1180000305176,49.5950012207031,50.0359992980957,50.8979988098145,49.8409996032715,49.7210006713867,49.0279998779297,49.0769996643066
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Swaziland,SWZ,..,41.2159996032715,37.6800003051758,37.8120002746582,37.9900016784668,38.2700004577637,38.5859985351563,38.9220008850098,39.265998840332,39.6030006408691,39.7960014343262,39.9589996337891
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Sweden,SWE,..,58.9500007629395,59.8499984741211,58.0340003967285,57.6910018920898,58.4329986572266,58.3769989013672,58.7309989929199,58.8689994812012,59.2109985351563,59.5209999084473,59.7140007019043
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Switzerland,CHE,..,65.5849990844727,65.9449996948242,65.4540023803711,63.726001739502,64.4800033569336,64.4980010986328,64.3509979248047,64.6809997558594,64.9380035400391,65.1910018920898,65.1449966430664
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Syrian Arab Republic,SYR,..,49.101001739502,39.7620010375977,39.4790000915527,39.3499984741211,36.5800018310547,36.5629997253418,36.3660011291504,36.0180015563965,35.5289993286133,35.2459983825684,34.8370018005371
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tajikistan,TJK,..,51.6430015563965,52.2439994812012,52.181999206543,52.1570014953613,52.556999206543,52.826000213623,52.9070014953613,52.9819984436035,53.0559997558594,53.0909996032715,53.1689987182617
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tanzania,TZA,..,78.9550018310547,80.2160034179688,81.0419998168945,80.6490020751953,80.2649993896484,80.6780014038086,81.0309982299805,81.6549987792969,81.6019973754883,81.4980010986328,81.4739990234375
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Thailand,THA,..,71.6750030517578,72.2529983520508,71.7689971923828,71.9240036010742,72.7509994506836,72.3489990234375,70.8889999389648,70.1959991455078,68.6549987792969,68.1220016479492,67.8199996948242
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Timor-Leste,TLS,..,53.0219993591309,41.6749992370605,40.7709999084473,40.1110000610352,39.6389999389648,39.1619987487793,38.7379989624023,38.2680015563965,37.9280014038086,37.7099990844727,37.4469985961914
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Togo,TGO,..,79.1669998168945,78.2939987182617,77.765998840332,77.1719970703125,76.4970016479492,76.5289993286133,76.5350036621094,76.4860000610352,76.390998840332,76.2639999389648,76.1389999389648
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tonga,TON,..,56.3209991455078,59.5639991760254,59.4140014648438,59.2410011291504,59.1310005187988,59.0970001220703,59.1790008544922,59.0550003051758,58.8569984436035,58.7750015258789,58.7709999084473
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Trinidad and Tobago,TTO,..,53.7770004272461,61.3030014038086,60.1510009765625,59.9770011901855,60.681999206543,60.2890014648438,60.9959983825684,61.2550010681152,60.5999984741211,59.5870018005371,59.0789985656738
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tunisia,TUN,..,39.976001739502,41.0050010681152,40.148998260498,40.5750007629395,38.3380012512207,39.2330017089844,39.9269981384277,40.193000793457,40.0209999084473,39.7599983215332,39.7480010986328
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turkey,TUR,..,45.6290016174316,41.3429985046387,40.7849998474121,42.6139984130859,44.4959983825684,44.7649993896484,45.314998626709,45.1829986572266,45.7830009460449,46.1599998474121,45.8019981384277
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turkmenistan,TKM,..,60.8899993896484,61.4249992370605,61.4720001220703,61.6419982910156,62.0379981994629,62.3689994812012,62.6759986877441,62.9440002441406,63.0960006713867,63.2120018005371,63.2319984436035
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uganda,UGA,..,67.9120025634766,68.1159973144531,67.8099975585938,68.0100021362305,68.2220001220703,68.5419998168945,69.625,69.5120010375977,69.3720016479492,69.1740036010742,69.1869964599609
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Ukraine,UKR,..,50.3479995727539,51.3499984741211,50.0719985961914,50.5320014953613,50.8790016174316,50.7680015563965,51.5499992370605,49.2459983825684,49.5820007324219,49.3530006408691,49.0789985656738
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United Arab Emirates,ARE,..,74.1669998168945,77.072998046875,77.8209991455078,79.1019973754883,79.120002746582,79.1569976806641,79.1949996948242,79.3550033569336,79.5759963989258,79.0579986572266,78.2870025634766
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United Kingdom,GBR,..,58.023998260498,58.6920013427734,57.3409996032715,57.0169982910156,56.7789993286133,57.0870018005371,57.4459991455078,58.4029998779297,58.9410018920898,59.3520011901855,59.648998260498
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,United States,USA,..,63.7799987792969,61.2270011901855,58.3740005493164,57.4620018005371,57.3759994506836,57.8219985961914,57.9029998779297,58.3699989318848,58.7400016784668,59.132999420166,59.1440010070801
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uruguay,URY,..,54.6230010986328,59.8320007324219,60.5190010070801,60.7960014343262,61.7050018310547,61.1640014648438,60.6969985961914,61.0909996032715,60.0839996337891,59.5929985046387,59.5589981079102
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Uzbekistan,UZB,..,57.7050018310547,58.4309997558594,58.625,58.8650016784668,59.1160011291504,59.3950004577637,59.681999206543,59.9529991149902,60.1860008239746,60.6049995422363,60.9379997253418
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Vanuatu,VUT,..,65.7259979248047,66.1159973144531,66.3170013427734,66.5559997558594,66.6340026855469,66.6460037231445,66.6539993286133,66.6780014038086,66.875,66.8030014038086,66.838996887207
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Venezuela, RB",VEN,..,55.3419990539551,60.5960006713867,59.8660011291504,59.3279991149902,59.7220001220703,59.4700012207031,59.3930015563965,59.9280014038086,59.8979988098145,58.6399993896484,58.5040016174316
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Vietnam,VNM,..,75.3720016479492,74.786003112793,74.6070022583008,74.8899993896484,75.7220001220703,76.3280029296875,76.6230010986328,77.0930023193359,76.8339996337891,76.5599975585938,76.6110000610352
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Virgin Islands (U.S.),VIR,..,60.9049987792969,59.5309982299805,58.8059997558594,58.9790000915527,57.9809989929199,57.2809982299805,57.1710014343262,57.007999420166,56.6829986572266,56.4640007019043,56.2890014648438
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,West Bank and Gaza,PSE,..,33.568000793457,31.7900009155273,31.3050003051758,31.1720008850098,33.648998260498,33.265998840332,33.0999984741211,32.3540000915527,33.6430015563965,33.2490005493164,33.101001739502
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,"Yemen, Rep.",YEM,..,40.1290016174316,34.3959999084473,34.1129989624023,32.4830017089844,32.7929992675781,32.367000579834,32.1269989013672,31.9759998321533,32.6580009460449,32.8450012207031,32.701000213623
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Zambia,ZMB,..,68.911003112793,71.6330032348633,68.984001159668,66.4300003051758,68.3199996948242,69.3600006103516,69.3000030517578,69.2229995727539,69.1350021362305,69.0250015258789,68.9739990234375
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Zimbabwe,ZWE,..,69.2519989013672,78.4489974975586,78.3450012207031,78.265998840332,78.2890014648438,78.4250030517578,78.6179962158203,78.786003112793,78.9189987182617,78.995002746582,79.2710037231445
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Arab World,ARB,..,41.7579079286567,43.4982462342751,43.7267323884157,43.7361185682409,43.7047658927706,43.6717092053715,43.9203168801239,43.625561422081,43.5773793776985,43.608175382678,43.6716511000057
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Caribbean small states,CSS,..,54.9103994524564,58.6543017441132,57.7855144362108,57.4448235411619,57.592575358295,57.1848258871071,57.0105721217225,57.395920623237,57.4613689538872,57.5476241798651,57.7702033496658
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Central Europe and the Baltics,CEB,..,50.2051208989506,51.3657959241808,50.4412195280794,50.012595591479,49.9106382870694,50.1625585250147,50.2508842171266,51.2841737441517,51.9893847683448,52.7642209844339,53.1408443363396
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Early-demographic dividend,EAR,..,56.0629594827992,55.8428682909075,55.4681625292494,55.1551491192579,54.9730163078989,54.7419578065558,54.7806349118121,54.7583443031522,54.6594226197967,54.7954109787201,54.7245506742935
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,East Asia & Pacific,EAS,..,70.2894889705553,67.0440971068434,66.7804665622995,66.5893860070296,66.5015141710415,66.3470740919782,66.1695130981281,66.0475785715117,65.6617114810936,65.5041167811983,65.2033547465912
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,East Asia & Pacific (excluding high income),EAP,..,71.8990165924608,68.133989892033,67.955601843064,67.7424779116452,67.6279569634551,67.44348359812,67.1982215584797,67.005039206491,66.5297945391281,66.3083558710726,65.9738093590761
